Serial,Symbol,Company Name,Screener Stock Symbol,Screener Stock Url
1790,ISFT,Intrasoft Technologies Limited,ISFT,https://www.screener.in/company/ISFT/consolidated/
1791,KLL,Kaushalya Logistics Limited,KLL,https://www.screener.in/company/KLL/consolidated/
1792,GREENCHEF,Greenchef Appliances Limited,GREENCHEF,https://www.screener.in/company/GREENCHEF/
1793,IVP,IVP Limited,IVP,https://www.screener.in/company/IVP/
1794,WORTH,Worth Peripherals Limited,538451,https://www.screener.in/company/538451/
1795,SONAMLTD,SONAM LIMITED,SONAMLTD,https://www.screener.in/company/SONAMLTD/
1796,SUMIT,Sumit Woods Limited,SUMIT,https://www.screener.in/company/SUMIT/consolidated/
1797,TIRUPATIFL,Tirupati Forge Limited,TIRUPATIFL,https://www.screener.in/company/TIRUPATIFL/
1798,EMMBI,Emmbi Industries Limited,EMMBI,https://www.screener.in/company/EMMBI/
1799,ARVEE,Arvee Laboratories (India) Limited,ARVEE,https://www.screener.in/company/ARVEE/
1800,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,UNITEDTEA,https://www.screener.in/company/UNITEDTEA/
1801,UNIVASTU,Univastu India Limited,UNIVASTU,https://www.screener.in/company/UNIVASTU/consolidated/
1802,LLOYDS,Lloyds Luxuries Limited,LLOYDSME,https://www.screener.in/company/LLOYDSME/
1803,SURANASOL,Surana Solar Limited,SURANASOL,https://www.screener.in/company/SURANASOL/
1804,SOMICONVEY,Somi Conveyor Beltings Limited,SOMICONVEY,https://www.screener.in/company/SOMICONVEY/
1805,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,KAKATCEM,https://www.screener.in/company/KAKATCEM/
1806,SHIGAN,Shigan Quantum Technologies Limited,SHIGAN,https://www.screener.in/company/SHIGAN/
1807,BHARATGEAR,Bharat Gears Limited,BHARATGEAR,https://www.screener.in/company/BHARATGEAR/
1808,ONDOOR,On Door Concepts Limited,ONDOOR,https://www.screener.in/company/ONDOOR/
1809,OILCOUNTUB,Oil Country Tubular Limited,OILCOUNTUB,https://www.screener.in/company/OILCOUNTUB/
1810,SPLIL,SPL Industries Limited,SPLIL,https://www.screener.in/company/SPLIL/
1811,CAPTRUST,Capital Trust Limited,CAPTRUST,https://www.screener.in/company/CAPTRUST/
1812,FIDEL,Fidel Softech Limited,FIDEL,https://www.screener.in/company/FIDEL/
1813,MDL,Marvel Decor Limited,MDL,https://www.screener.in/company/MDL/consolidated/
1814,3RDROCK,3rd Rock Multimedia Limited,3RDROCK,https://www.screener.in/company/3RDROCK/
1815,VEEKAYEM,Veekayem Fashion and Apparels Limited,VEEKAYEM,https://www.screener.in/company/VEEKAYEM/
1816,DYNAMIC,Dynamic Services & Security Limited,DYNAMIC,https://www.screener.in/company/DYNAMIC/
1817,GILLANDERS,Gillanders Arbuthnot & Company Limited,GILLANDERS,https://www.screener.in/company/GILLANDERS/consolidated/
1818,CENTEXT,Century Extrusions Limited,CENTEXT,https://www.screener.in/company/CENTEXT/
1819,SHRITECH,Shri Techtex Limited,SHRITECH,https://www.screener.in/company/SHRITECH/
1820,TOTAL,Total Transport Systems Limited,TOTAL,https://www.screener.in/company/TOTAL/consolidated/
1821,MITCON,MITCON Consultancy & Engineering Services Limited,MITCON,https://www.screener.in/company/MITCON/consolidated/
1822,ARHAM,Arham Technologies Limited,ARHAM,https://www.screener.in/company/ARHAM/
1823,TOUCHWOOD,Touchwood Entertainment Limited,TOUCHWOOD,https://www.screener.in/company/TOUCHWOOD/
1824,JOCIL,Jocil Limited,JOCIL,https://www.screener.in/company/JOCIL/
1825,VAISHALI,Vaishali Pharma Limited,VAISHALI,https://www.screener.in/company/VAISHALI/
1826,FCONSUMER,Future Consumer Limited,FCONSUMER,https://www.screener.in/company/FCONSUMER/consolidated/
1827,DIGIDRIVE,Digidrive Distributors Limited,DIGIDRIVE,https://www.screener.in/company/DIGIDRIVE/consolidated/
1828,KEL,Kundan Edifice Limited,KELLTONTEC,https://www.screener.in/company/KELLTONTEC/consolidated/
1829,CORALFINAC,Coral India Finance & Housing Limited,CORALFINAC,https://www.screener.in/company/CORALFINAC/
1830,ACCURACY,Accuracy Shipping Limited,ACCURACY,https://www.screener.in/company/ACCURACY/consolidated/
1831,KALYANIFRG,Kalyani Forge Limited,KALYANIFRG,https://www.screener.in/company/KALYANIFRG/
1832,NIRAJ,Niraj Cement Structurals Limited,NIRAJ,https://www.screener.in/company/NIRAJ/
1833,SRIVASAVI,Srivasavi Adhesive Tapes Limited,SRIVASAVI,https://www.screener.in/company/SRIVASAVI/
1834,IPSL,Integrated Personnel Services Limited,IPSL,https://www.screener.in/company/IPSL/consolidated/
1835,GTL,GTL Limited,GTLINFRA,https://www.screener.in/company/GTLINFRA/
1836,RELCHEMQ,Reliance Chemotex Industries Limited,RELCHEMQ,https://www.screener.in/company/RELCHEMQ/
1837,INDIANCARD,Indian Card Clothing Company Limited,INDIANCARD,https://www.screener.in/company/INDIANCARD/consolidated/
1838,MANGALAM,Mangalam Drugs And Organics Limited,MANGALAM,https://www.screener.in/company/MANGALAM/consolidated/
1839,PALREDTEC,Palred Technologies Limited,PALREDTEC,https://www.screener.in/company/PALREDTEC/consolidated/
1840,SIL,Standard Industries Limited,SILVERTUC,https://www.screener.in/company/SILVERTUC/consolidated/
1841,LEMERITE,Le Merite Exports Limited,LEMERITE,https://www.screener.in/company/LEMERITE/
1842,BALPHARMA,Bal Pharma Limited,BALPHARMA,https://www.screener.in/company/BALPHARMA/consolidated/
1843,KOHINOOR,Kohinoor Foods Limited,KOHINOOR,https://www.screener.in/company/KOHINOOR/consolidated/
1844,AKANKSHA,Akanksha Power and Infrastructure Limited,AKANKSHA,https://www.screener.in/company/AKANKSHA/consolidated/
1845,RHFL,Reliance Home Finance Limited,RHFL,https://www.screener.in/company/RHFL/
1846,LAMBODHARA,Lambodhara Textiles Limited,LAMBODHARA,https://www.screener.in/company/LAMBODHARA/
1847,CUBEXTUB,Cubex Tubings Limited,CUBEXTUB,https://www.screener.in/company/CUBEXTUB/
1848,GOLDKART,Goldkart Jewels Limited,GOLDKART,https://www.screener.in/company/GOLDKART/
1849,AHLADA,Ahlada Engineers Limited,AHLADA,https://www.screener.in/company/AHLADA/
1850,BEARDSELL,Beardsell Limited,BEARDSELL,https://www.screener.in/company/BEARDSELL/
1851,IL&FSTRANS,IL&FS Transportation Networks Limited,IL&FSTRANS,https://www.screener.in/company/IL&FSTRANS/
1852,HPIL,Hindprakash Industries Limited,HPIL,https://www.screener.in/company/HPIL/
1853,PANSARI,Pansari Developers Limited,PANSARI,https://www.screener.in/company/PANSARI/consolidated/
1854,AMJLAND,Amj Land Holdings Limited,AMJLAND,https://www.screener.in/company/AMJLAND/consolidated/
1855,NOIDATOLL,Noida Toll Bridge Company Limited,NOIDATOLL,https://www.screener.in/company/NOIDATOLL/consolidated/
1856,DBSTOCKBRO,DB (International) Stock Brokers Limited,DBSTOCKBRO,https://www.screener.in/company/DBSTOCKBRO/
1857,HOMESFY,Homesfy Realty Limited,HOMESFY,https://www.screener.in/company/HOMESFY/
1858,S&SPOWER,S&S Power Switchgears Limited,SBIN,https://www.screener.in/company/SBIN/consolidated/
1859,GRCL,Gayatri Rubbers And Chemicals Limited,GRCL,https://www.screener.in/company/GRCL/
1860,PULZ,Pulz Electronics Limited,PULZ,https://www.screener.in/company/PULZ/consolidated/
1861,AKI,AKI India Limited,AKI,https://www.screener.in/company/AKI/
1862,AGRITECH,Agri-Tech (India) Limited,AGRITECH,https://www.screener.in/company/AGRITECH/
1863,DCM,DCM  Limited,DCMSHRIRAM,https://www.screener.in/company/DCMSHRIRAM/consolidated/
1864,PRAKASHSTL,Prakash Steelage Limited,PRAKASHSTL,https://www.screener.in/company/PRAKASHSTL/
1865,SOTAC,Sotac Pharmaceuticals Limited,SOTAC,https://www.screener.in/company/SOTAC/consolidated/
1866,SHRADHA,Shradha Infraprojects Limited,SHRADHA,https://www.screener.in/company/SHRADHA/consolidated/
1867,MADHUSUDAN,Madhusudan Masala Limited,MADHUSUDAN,https://www.screener.in/company/MADHUSUDAN/
1868,JAINAM,Jainam Ferro Alloys (I) Limited,JAINAM,https://www.screener.in/company/JAINAM/consolidated/
1869,FONEBOX,Fonebox Retail Limited,FONEBOX,https://www.screener.in/company/FONEBOX/
1870,SUNDARAM,Sundaram Multi Pap Limited,SUNDARAM,https://www.screener.in/company/SUNDARAM/
1871,MRO-TEK,MRO-TEK Realty Limited,MRO-TEK,https://www.screener.in/company/MRO-TEK/
1872,KREBSBIO,Krebs Biochemicals and Industries Limited,KREBSBIO,https://www.screener.in/company/KREBSBIO/
1873,KHFM,Khfm Hospitality And Facility Management Services Limited,KHFM,https://www.screener.in/company/KHFM/
1874,PASHUPATI,Pashupati Cotspin Limited,PASHUPATI,https://www.screener.in/company/PASHUPATI/
1875,DUCOL,Ducol Organics And Colours Limited,DUCOL,https://www.screener.in/company/DUCOL/
1876,AKSHOPTFBR,Aksh Optifibre Limited,AKSHOPTFBR,https://www.screener.in/company/AKSHOPTFBR/consolidated/
1877,WIPL,The Western India Plywoods Limited,WIPL,https://www.screener.in/company/WIPL/consolidated/
1878,PATINTLOG,Patel Integrated Logistics Limited,PATINTLOG,https://www.screener.in/company/PATINTLOG/
1879,IBLFL,IBL Finance Limited,IBLFL,https://www.screener.in/company/IBLFL/
1880,VR,V R Infraspace Limited,VRLLOG,https://www.screener.in/company/VRLLOG/
1881,GICL,Globe International Carriers Limited,GICL,https://www.screener.in/company/GICL/
1882,JHS,JHS Svendgaard Laboratories Limited,JHS,https://www.screener.in/company/JHS/consolidated/
1883,FLEXITUFF,Flexituff Ventures International Limited,FLEXITUFF,https://www.screener.in/company/FLEXITUFF/consolidated/
1884,AUSOMENT,Ausom Enterprise Limited,AUSOMENT,https://www.screener.in/company/AUSOMENT/
1885,DANGEE,Dangee Dums Limited,DANGEE,https://www.screener.in/company/DANGEE/
1886,DGCONTENT,Digicontent Limited,DGCONTENT,https://www.screener.in/company/DGCONTENT/consolidated/
1887,ARTNIRMAN,Art Nirman Limited,ARTNIRMAN,https://www.screener.in/company/ARTNIRMAN/
1888,SHAH,Shah Metacorp Limited,SHAH,https://www.screener.in/company/SHAH/consolidated/
1889,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,https://www.screener.in/company/SECURKLOUD/consolidated/
1890,SURYALAXMI,Suryalakshmi Cotton Mills Limited,SURYALAXMI,https://www.screener.in/company/SURYALAXMI/
1891,BVCL,Barak Valley Cements Limited,BVCL,https://www.screener.in/company/BVCL/consolidated/
1892,GOYALALUM,Goyal Aluminiums Limited,GOYALALUM,https://www.screener.in/company/GOYALALUM/
1893,TRANSTEEL,Transteel Seating Technologies Limited,TRANSTEEL,https://www.screener.in/company/TRANSTEEL/
1894,BHANDARI,Bhandari Hosiery Exports Limited,BHANDARI,https://www.screener.in/company/BHANDARI/
1895,PARTYCRUS,Party Cruisers Limited,PARTYCRUS,https://www.screener.in/company/PARTYCRUS/consolidated/
1896,MOTOGENFIN,The Motor & General Finance Limited,MOTOGENFIN,https://www.screener.in/company/MOTOGENFIN/consolidated/
1897,PALASHSECU,Palash Securities Limited,PALASHSECU,https://www.screener.in/company/PALASHSECU/consolidated/
1898,ANIKINDS,Anik Industries Limited,ANIKINDS,https://www.screener.in/company/ANIKINDS/consolidated/
1899,SHAHALLOYS,Shah Alloys Limited,SHAHALLOYS,https://www.screener.in/company/SHAHALLOYS/consolidated/
1900,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,https://www.screener.in/company/TAINWALCHM/
1901,SUVIDHAA,Suvidhaa Infoserve Limited,SUVIDHAA,https://www.screener.in/company/SUVIDHAA/consolidated/
1902,LOTUSEYE,Lotus Eye Hospital and Institute Limited,LOTUSEYE,https://www.screener.in/company/LOTUSEYE/
1903,GANGESSECU,Ganges Securities Limited,GANGESSECU,https://www.screener.in/company/GANGESSECU/consolidated/
1904,AGNI,Agni Green Power Limited,AGNI,https://www.screener.in/company/AGNI/
1905,SIKKO,Sikko Industries Limited,SIKKO,https://www.screener.in/company/SIKKO/
1906,AMDIND,AMD Industries Limited,AMDIND,https://www.screener.in/company/AMDIND/
1907,STEELCITY,Steel City Securities Limited,STEELCITY,https://www.screener.in/company/STEELCITY/consolidated/
1908,TPHQ,Teamo Productions HQ Limited,TPHQ,https://www.screener.in/company/TPHQ/
1909,GLOBE,Globe Textiles (India) Limited,GLOBE,https://www.screener.in/company/GLOBE/consolidated/
1910,FRETAIL,Future Retail Limited,FRETAIL,https://www.screener.in/company/FRETAIL/
1911,SOMATEX,Soma Textiles & Industries Limited,SOMATEX,https://www.screener.in/company/SOMATEX/
1912,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,AAREYDRUGS,https://www.screener.in/company/AAREYDRUGS/
1913,QUICKTOUCH,Quicktouch Technologies Limited,QUICKTOUCH,https://www.screener.in/company/QUICKTOUCH/
1914,LASA,Lasa Supergenerics Limited,LASA,https://www.screener.in/company/LASA/
1915,ZENITHDRUG,Zenith Drugs Limited,ZENITHDRUG,https://www.screener.in/company/ZENITHDRUG/
1916,ZENITHSTL,Zenith Steel Pipes & Industries Limited,ZENITHSTL,https://www.screener.in/company/ZENITHSTL/consolidated/
1917,LPDC,Landmark Property Development Company Limited,LPDC,https://www.screener.in/company/LPDC/
1918,NIRMAN,Nirman Agri Genetics Limited,NIRMAN,https://www.screener.in/company/NIRMAN/
1919,NAGREEKEXP,Nagreeka Exports Limited,NAGREEKEXP,https://www.screener.in/company/NAGREEKEXP/
1920,AVROIND,AVRO INDIA LIMITED,AVROIND,https://www.screener.in/company/AVROIND/
1921,ALKALI,Alkali Metals Limited,ALKALI,https://www.screener.in/company/ALKALI/
1922,AAATECH,AAA Technologies Limited,AAATECH,https://www.screener.in/company/AAATECH/
1923,CINEVISTA,Cinevista Limited,CINEVISTA,https://www.screener.in/company/CINEVISTA/consolidated/
1924,ENERGYDEV,Energy Development Company Limited,ENERGYDEV,https://www.screener.in/company/ENERGYDEV/consolidated/
1925,ATALREAL,Atal Realtech Limited,ATALREAL,https://www.screener.in/company/ATALREAL/
1926,GROBTEA,The Grob Tea Company Limited,GROBTEA,https://www.screener.in/company/GROBTEA/
1927,SIMBHALS,Simbhaoli Sugars Limited,SIMBHALS,https://www.screener.in/company/SIMBHALS/consolidated/
1928,GLOBALPET,Global Pet Industries Limited,GLOBALPET,https://www.screener.in/company/GLOBALPET/
1929,BANKA,Banka BioLoo Limited,BANKA,https://www.screener.in/company/BANKA/consolidated/
1930,PIONEEREMB,Pioneer Embroideries Limited,PIONEEREMB,https://www.screener.in/company/PIONEEREMB/consolidated/
1931,KEYFINSERV,Keynote Financial Services Limited,KEYFINSERV,https://www.screener.in/company/KEYFINSERV/consolidated/
1932,PKTEA,The Peria Karamalai Tea & Produce Company Limited,PKTEA,https://www.screener.in/company/PKTEA/consolidated/
1933,DELTAMAGNT,Delta Manufacturing Limited,DELTAMAGNT,https://www.screener.in/company/DELTAMAGNT/consolidated/
1934,ARCHIES,Archies Limited,ARCHIES,https://www.screener.in/company/ARCHIES/
1935,MAHICKRA,Mahickra Chemicals Limited,MAHICKRA,https://www.screener.in/company/MAHICKRA/
1936,OBCL,Orissa Bengal Carrier Limited,OBCL,https://www.screener.in/company/OBCL/consolidated/
1937,SAIFL,Sameera Agro And Infra Limited,SAIFL,https://www.screener.in/company/SAIFL/
1938,INDSWFTLTD,Ind-Swift Limited,INDSWFTLTD,https://www.screener.in/company/INDSWFTLTD/
1939,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,BIOFILCHEM,https://www.screener.in/company/BIOFILCHEM/
1940,VINNY,Vinny Overseas Limited,VINNY,https://www.screener.in/company/VINNY/
1941,SAMBHAAV,Sambhaav Media Limited,SAMBHAAV,https://www.screener.in/company/SAMBHAAV/consolidated/
1942,DAMODARIND,Damodar Industries Limited,DAMODARIND,https://www.screener.in/company/DAMODARIND/
1943,GANGAFORGE,Ganga Forging Limited,GANGAFORGE,https://www.screener.in/company/GANGAFORGE/
1944,MHHL,Mohini Health & Hygiene Limited,MHHL,https://www.screener.in/company/MHHL/
1945,VASWANI,Vaswani Industries Limited,VASWANI,https://www.screener.in/company/VASWANI/
1946,HISARMETAL,Hisar Metal Industries Limited,HISARMETAL,https://www.screener.in/company/HISARMETAL/
1948,SECMARK,SecMark Consultancy Limited,SECMARK,https://www.screener.in/company/SECMARK/
1949,CELEBRITY,Celebrity Fashions Limited,CELEBRITY,https://www.screener.in/company/CELEBRITY/
1950,PRESSTONIC,Presstonic Engineering Limited,PRESSTONIC,https://www.screener.in/company/PRESSTONIC/
1951,SYNOPTICS,Synoptics Technologies Limited,SYNOPTICS,https://www.screener.in/company/SYNOPTICS/consolidated/
1952,YAARI,Yaari Digital Integrated Services Limited,YAARI,https://www.screener.in/company/YAARI/consolidated/
1953,AAKASH,Aakash Exploration Services Limited,AAKASH,https://www.screener.in/company/AAKASH/
1954,REGENCERAM,Regency Ceramics Limited,REGENCERAM,https://www.screener.in/company/REGENCERAM/
1955,TOKYOPLAST,Tokyo Plast International Limited,TOKYOPLAST,https://www.screener.in/company/TOKYOPLAST/
1956,ZENITHEXPO,Zenith Exports Limited,ZENITHEXPO,https://www.screener.in/company/ZENITHEXPO/
1957,MOKSH,Moksh Ornaments Limited,MOKSH,https://www.screener.in/company/MOKSH/
1958,DOLLEX,Dollex Agrotech Limited,DOLLEX,https://www.screener.in/company/DOLLEX/
1959,ARABIAN,Arabian Petroleum Limited,ARABIAN,https://www.screener.in/company/ARABIAN/
1960,TREEHOUSE,Tree House Education & Accessories Limited,TREEHOUSE,https://www.screener.in/company/TREEHOUSE/
1961,DEEM,Deem Roll Tech Limited,DEEM,https://www.screener.in/company/DEEM/
1962,ARIHANTACA,Arihant Academy Limited,ARIHANTACA,https://www.screener.in/company/ARIHANTACA/
1963,ASTRON,Astron Paper & Board Mill Limited,ASTRON,https://www.screener.in/company/ASTRON/
1964,PANACHE,Panache Digilife Limited,PANACHE,https://www.screener.in/company/PANACHE/consolidated/
1965,PRITIKA,Pritika Engineering Components Limited,PRITIKAUTO,https://www.screener.in/company/PRITIKAUTO/consolidated/
1966,SAMPANN,Sampann Utpadan India Limited,SAMPANN,https://www.screener.in/company/SAMPANN/consolidated/
1967,ENFUSE,Enfuse Solutions Limited,ENFUSE,https://www.screener.in/company/ENFUSE/
1968,MCL,Madhav Copper Limited,MCLEODRUSS,https://www.screener.in/company/MCLEODRUSS/consolidated/
1969,FIBERWEB,Fiberweb (India) Limited,FIBERWEB,https://www.screener.in/company/FIBERWEB/
1970,PROLIFE,Prolife Industries Limited,PROLIFE,https://www.screener.in/company/PROLIFE/
1971,PRECISION,Precision Metaliks Limited,PRECISION,https://www.screener.in/company/PRECISION/
1972,BABAFP,Baba Food Processing (India) Limited,BABAFP,https://www.screener.in/company/BABAFP/
1973,AUROIMPEX,Auro Impex  & Chemicals Limited,AUROIMPEX,https://www.screener.in/company/AUROIMPEX/
1974,PRAMARA,Pramara Promotions Limited,PRAMARA,https://www.screener.in/company/PRAMARA/consolidated/
1975,PENTAGON,Pentagon Rubber Limited,PENTAGON,https://www.screener.in/company/PENTAGON/
1976,MAL,Mangalam Alloys Limited,MALLCOM,https://www.screener.in/company/MALLCOM/consolidated/
1977,PIGL,Power & Instrumentation (Gujarat) Limited,PIGL,https://www.screener.in/company/PIGL/
1978,RCDL,Rajgor Castor Derivatives Limited,RCDL,https://www.screener.in/company/RCDL/
1979,MBECL,Mcnally Bharat Engineering Company Limited,MBECL,https://www.screener.in/company/MBECL/consolidated/
1980,SETCO,Setco Automotive Limited,SETCO,https://www.screener.in/company/SETCO/consolidated/
1981,HOLMARC,Holmarc Opto-Mechatronics Limited,HOLMARC,https://www.screener.in/company/HOLMARC/
1982,TIMESGTY,Times Guaranty Limited,TIMESGTY,https://www.screener.in/company/TIMESGTY/
1983,MAITREYA,Maitreya Medicare Limited,MAITREYA,https://www.screener.in/company/MAITREYA/consolidated/
1984,NIBL,NRB Industrial Bearings Limited,NIBL,https://www.screener.in/company/NIBL/
1985,SIGNORIA,Signoria Creation Limited,SIGNORIA,https://www.screener.in/company/SIGNORIA/
1986,KARMAENG,Karma Energy Limited,KARMAENG,https://www.screener.in/company/KARMAENG/
1987,AVSL,AVSL Industries Limited,AVSL,https://www.screener.in/company/AVSL/
1988,VELS,Vels Film International Limited,VELS,https://www.screener.in/company/VELS/consolidated/
1989,LATTEYS,Latteys Industries Limited,LATTEYS,https://www.screener.in/company/LATTEYS/
1990,PNC,Pritish Nandy Communications Limited,PNCINFRA,https://www.screener.in/company/PNCINFRA/consolidated/
1991,MONOPHARMA,Mono Pharmacare Limited,MONOPHARMA,https://www.screener.in/company/MONOPHARMA/consolidated/
1992,VERTEXPLUS,Vertexplus Technologies Limited,VERTEXPLUS,https://www.screener.in/company/VERTEXPLUS/consolidated/
1993,MVKAGRO,M.V.K. Agro Food Product Limited,MVKAGRO,https://www.screener.in/company/MVKAGRO/consolidated/
1994,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,SVPGLOB,https://www.screener.in/company/SVPGLOB/consolidated/
1995,DIL,Debock Industries Limited,531153,https://www.screener.in/company/531153/
1996,BALKRISHNA,Balkrishna Paper Mills Limited,BALKRISHNA,https://www.screener.in/company/BALKRISHNA/
1997,MARCO,Marco Cables & Conductors Limited,MARCO,https://www.screener.in/company/MARCO/
1998,ORIENTLTD,Orient Press Limited,ORIENTLTD,https://www.screener.in/company/ORIENTLTD/
1999,RILINFRA,Rachana Infrastructure Limited,RILINFRA,https://www.screener.in/company/RILINFRA/
2000,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,GTECJAINX,https://www.screener.in/company/GTECJAINX/consolidated/
2001,YUDIZ,Yudiz Solutions Limited,YUDIZ,https://www.screener.in/company/YUDIZ/
2002,AGROPHOS,Agro Phos India Limited,AGROPHOS,https://www.screener.in/company/AGROPHOS/
2003,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,SHUBHLAXMI,https://www.screener.in/company/SHUBHLAXMI/
2004,MCON,Mcon Rasayan India Limited,MCON,https://www.screener.in/company/MCON/
2005,AMBANIORG,Ambani Organics Limited,AMBANIORGO,https://www.screener.in/company/AMBANIORGO/consolidated/
2006,AISL,ANI Integrated Services Limited,AISL,https://www.screener.in/company/AISL/consolidated/
2007,CPS,C P S Shapers Limited,CPS,https://www.screener.in/company/CPS/
2008,HOVS,HOV Services Limited,HOVS,https://www.screener.in/company/HOVS/consolidated/
2009,KANANIIND,Kanani Industries Limited,KANANIIND,https://www.screener.in/company/KANANIIND/consolidated/
2010,SHIVAMILLS,Shiva Mills Limited,SHIVAMILLS,https://www.screener.in/company/SHIVAMILLS/
2011,PRUDMOULI,Prudential Sugar Corporation Limited,PRUDMOULI,https://www.screener.in/company/PRUDMOULI/consolidated/
2012,SCML,Sharp Chucks and Machines Limited,SCML,https://www.screener.in/company/SCML/
2013,AATMAJ,Aatmaj Healthcare Limited,AATMAJ,https://www.screener.in/company/AATMAJ/
2014,KTL,Kalahridhaan Trendz Limited,KTL,https://www.screener.in/company/KTL/
2015,CEREBRAINT,Cerebra Integrated Technologies Limited,CEREBRAINT,https://www.screener.in/company/CEREBRAINT/consolidated/
2016,EXCEL,Excel Realty N Infra Limited,EXCELINDUS,https://www.screener.in/company/EXCELINDUS/consolidated/
2017,SHEETAL,Sheetal Universal Limited,SHEETAL,https://www.screener.in/company/SHEETAL/consolidated/
2018,GRAPHISAD,Graphisads Limited,GRAPHISAD,https://www.screener.in/company/GRAPHISAD/consolidated/
2019,HECPROJECT,HEC Infra Projects Limited,HECPROJECT,https://www.screener.in/company/HECPROJECT/
2020,SECURCRED,SecUR Credentials Limited,SECURCRED,https://www.screener.in/company/SECURCRED/
2021,AROGRANITE,Aro Granite Industries Limited,AROGRANITE,https://www.screener.in/company/AROGRANITE/
2022,MADHUCON,Madhucon Projects Limited,MADHUCON,https://www.screener.in/company/MADHUCON/consolidated/
2023,WEWIN,WE WIN LIMITED,WEWIN,https://www.screener.in/company/WEWIN/
2024,KKVAPOW,KKV Agro Powers Limited,KKVAPOW,https://www.screener.in/company/KKVAPOW/
2025,RELIABLE,Reliable Data Services Limited,RELIABLE,https://www.screener.in/company/RELIABLE/consolidated/
2026,AKSHAR,Akshar Spintex Limited,AKSHARCHEM,https://www.screener.in/company/AKSHARCHEM/
2027,DHTL,Docmode Health Technologies Limited,DHTL,https://www.screener.in/company/DHTL/consolidated/
2028,PERFECT,Perfect Infraengineers Limited,PERFECT,https://www.screener.in/company/PERFECT/
2029,MILTON,Milton Industries Limited,MILTON,https://www.screener.in/company/MILTON/
2030,GOLDENTOBC,Golden Tobacco Limited,GOLDENTOBC,https://www.screener.in/company/GOLDENTOBC/consolidated/
2031,LEXUS,Lexus Granito (India) Limited,LEXUS,https://www.screener.in/company/LEXUS/
2032,MAGSON,Magson Retail And Distribution Limited,MAGSON,https://www.screener.in/company/MAGSON/consolidated/
2033,SERVICE,Service Care Limited,SERVICE,https://www.screener.in/company/SERVICE/
2034,ROML,Raj Oil Mills Limited,ROML,https://www.screener.in/company/ROML/
2035,NGIL,Nakoda Group of Industries Limited,NGIL,https://www.screener.in/company/NGIL/
2036,CLSL,Crop Life Science Limited,CLSL,https://www.screener.in/company/CLSL/consolidated/
2037,OMFURN,Omfurn India Limited,OMFURN,https://www.screener.in/company/OMFURN/
2038,VIAZ,Viaz Tyres Limited,VIAZ,https://www.screener.in/company/VIAZ/
2039,TRIDHYA,Tridhya Tech Limited,TRIDHYA,https://www.screener.in/company/TRIDHYA/consolidated/
2040,BANG,Bang Overseas Limited,BANG,https://www.screener.in/company/BANG/consolidated/
2041,MORARJEE,Morarjee Textiles Limited,MORARJEE,https://www.screener.in/company/MORARJEE/consolidated/
2042,MANUGRAPH,Manugraph India Limited,MANUGRAPH,https://www.screener.in/company/MANUGRAPH/
2043,MALUPAPER,Malu Paper Mills Limited,MALUPAPER,https://www.screener.in/company/MALUPAPER/
2044,UCL,Ushanti Colour Chem Limited,UCL,https://www.screener.in/company/UCL/consolidated/
2045,SIDDHIKA,Siddhika Coatings Limited,SIDDHIKA,https://www.screener.in/company/SIDDHIKA/
2046,JAIPURKURT,Nandani Creation Limited,JAIPURKURT,https://www.screener.in/company/JAIPURKURT/
2047,SPTL,Sintex Plastics Technology Limited,SPTL,https://www.screener.in/company/SPTL/
2048,CELLPOINT,Cell Point (India) Limited,CELLPOINT,https://www.screener.in/company/CELLPOINT/
2049,MICROPRO,Micropro Software Solutions Limited,MICROPRO,https://www.screener.in/company/MICROPRO/
2050,COMMITTED,Committed Cargo Care Limited,COMMITTED,https://www.screener.in/company/COMMITTED/
2051,HBSL,HB Stockholdings Limited,HBSL,https://www.screener.in/company/HBSL/consolidated/
2052,BANARBEADS,Banaras Beads Limited,BANARBEADS,https://www.screener.in/company/BANARBEADS/
2053,SANGANI,Sangani Hospitals Limited,SANGANI,https://www.screener.in/company/SANGANI/consolidated/
2054,BDR,BDR Buildcon Limited,BDR,https://www.screener.in/company/BDR/
2055,JETFREIGHT,Jet Freight Logistics Limited,JETFREIGHT,https://www.screener.in/company/JETFREIGHT/
2056,MARSHALL,Marshall Machines Limited,MARSHALL,https://www.screener.in/company/MARSHALL/
2057,ABMINTLLTD,ABM International Limited,ABMINTLLTD,https://www.screener.in/company/ABMINTLLTD/consolidated/
2058,TERASOFT,Tera Software Limited,TERASOFT,https://www.screener.in/company/TERASOFT/
2059,AKG,Akg Exim Limited,AKG,https://www.screener.in/company/AKG/consolidated/
2060,PEARLPOLY,Pearl Polymers Limited,PEARLPOLY,https://www.screener.in/company/PEARLPOLY/
