Serial,Symbol,Company Name,Screener Stock Symbol,Screener Stock Url
516,THOMASCOOK,Thomas Cook  (India)  Limited,THOMASCOOK,https://www.screener.in/company/THOMASCOOK/consolidated/
517,CCL,CCL Products (India) Limited,CCL,https://www.screener.in/company/CCL/consolidated/
518,GSFC,Gujarat State Fertilizers & Chemicals Limited,GSFC,https://www.screener.in/company/GSFC/consolidated/
519,RAJESHEXPO,Rajesh Exports Limited,RAJESHEXPO,https://www.screener.in/company/RAJESHEXPO/consolidated/
520,QUESS,Quess Corp Limited,QUESS,https://www.screener.in/company/QUESS/consolidated/
521,VARROC,Varroc Engineering Limited,VARROC,https://www.screener.in/company/VARROC/consolidated/
522,TMB,Tamilnad Mercantile Bank Limited,TMB,https://www.screener.in/company/TMB/
523,MANINFRA,Man Infraconstruction Limited,MANINFRA,https://www.screener.in/company/MANINFRA/consolidated/
524,EASEMYTRIP,Easy Trip Planners Limited,EASEMYTRIP,https://www.screener.in/company/EASEMYTRIP/
525,VIPIND,VIP Industries Limited,VIPIND,https://www.screener.in/company/VIPIND/consolidated/
526,IONEXCHANG,ION Exchange (India) Limited,IONEXCHANG,https://www.screener.in/company/IONEXCHANG/consolidated/
527,RESPONIND,Responsive Industries Limited,RESPONIND,https://www.screener.in/company/RESPONIND/consolidated/
528,MIDHANI,Mishra Dhatu Nigam Limited,MIDHANI,https://www.screener.in/company/MIDHANI/
529,EMIL,Electronics Mart India Limited,EMIL,https://www.screener.in/company/EMIL/
530,GAEL,Gujarat Ambuja Exports Limited,GAEL,https://www.screener.in/company/GAEL/
531,BALRAMCHIN,Balrampur Chini Mills Limited,BALRAMCHIN,https://www.screener.in/company/BALRAMCHIN/consolidated/
532,STAR,Strides Pharma Science Limited,STARHEALTH,https://www.screener.in/company/STARHEALTH/
533,JUBLINGREA,Jubilant Ingrevia Limited,JUBLINGREA,https://www.screener.in/company/JUBLINGREA/consolidated/
534,SARDAEN,Sarda Energy & Minerals Limited,SARDAEN,https://www.screener.in/company/SARDAEN/consolidated/
535,JMFINANCIL,JM Financial Limited,JMFINANCIL,https://www.screener.in/company/JMFINANCIL/consolidated/
536,SOUTHBANK,The South Indian Bank Limited,SOUTHBANK,https://www.screener.in/company/SOUTHBANK/
537,HEG,HEG Limited,HEG,https://www.screener.in/company/HEG/consolidated/
538,CHEMPLASTS,Chemplast Sanmar Limited,CHEMPLASTS,https://www.screener.in/company/CHEMPLASTS/consolidated/
539,ARVIND,Arvind Limited,ARVIND,https://www.screener.in/company/ARVIND/consolidated/
540,RCF,Rashtriya Chemicals and Fertilizers Limited,RCF,https://www.screener.in/company/RCF/consolidated/
541,NAVA,NAVA LIMITED,NAVA,https://www.screener.in/company/NAVA/consolidated/
542,ALLCARGO,Allcargo Logistics Limited,ALLCARGO,https://www.screener.in/company/ALLCARGO/consolidated/
543,ICIL,Indo Count Industries Limited,ICIL,https://www.screener.in/company/ICIL/consolidated/
544,IWEL,Inox Wind Energy Limited,IWEL,https://www.screener.in/company/IWEL/consolidated/
545,KNRCON,KNR Constructions Limited,KNRCON,https://www.screener.in/company/KNRCON/consolidated/
546,FDC,FDC Limited,FDC,https://www.screener.in/company/FDC/consolidated/
547,RELIGARE,Religare Enterprises Limited,RELIGARE,https://www.screener.in/company/RELIGARE/consolidated/
548,GRAVITA,Gravita India Limited,GRAVITA,https://www.screener.in/company/GRAVITA/consolidated/
549,RUSTOMJEE,Keystone Realtors Limited,RUSTOMJEE,https://www.screener.in/company/RUSTOMJEE/consolidated/
550,MARKSANS,Marksans Pharma Limited,MARKSANS,https://www.screener.in/company/MARKSANS/consolidated/
551,NIITMTS,NIIT Learning Systems Limited,NIITMTS,https://www.screener.in/company/NIITMTS/consolidated/
552,AHLUCONT,Ahluwalia Contracts (India) Limited,AHLUCONT,https://www.screener.in/company/AHLUCONT/consolidated/
553,JUSTDIAL,Just Dial Limited,JUSTDIAL,https://www.screener.in/company/JUSTDIAL/
554,TRIVENI,Triveni Engineering & Industries Limited,TRIVENI,https://www.screener.in/company/TRIVENI/consolidated/
555,TVSSCS,TVS Supply Chain Solutions Limited,TVSSCS,https://www.screener.in/company/TVSSCS/consolidated/
556,GARFIBRES,Garware Technical Fibres Limited,GARFIBRES,https://www.screener.in/company/GARFIBRES/consolidated/
557,VESUVIUS,Vesuvius India Limited,VESUVIUS,https://www.screener.in/company/VESUVIUS/
558,SAREGAMA,Saregama India Limited,SAREGAMA,https://www.screener.in/company/SAREGAMA/consolidated/
559,DBL,Dilip Buildcon Limited,DBL,https://www.screener.in/company/DBL/consolidated/
560,INDIASHLTR,India Shelter Finance Corporation Limited,INDIASHLTR,https://www.screener.in/company/INDIASHLTR/
561,BLUEJET,Blue Jet Healthcare Limited,BLUEJET,https://www.screener.in/company/BLUEJET/
562,BALAMINES,Balaji Amines Limited,BALAMINES,https://www.screener.in/company/BALAMINES/consolidated/
563,ISGEC,Isgec Heavy Engineering Limited,ISGEC,https://www.screener.in/company/ISGEC/consolidated/
564,AVANTIFEED,Avanti Feeds Limited,AVANTIFEED,https://www.screener.in/company/AVANTIFEED/consolidated/
565,INDIACEM,The India Cements Limited,INDIACEM,https://www.screener.in/company/INDIACEM/consolidated/
566,BECTORFOOD,Mrs. Bectors Food Specialities Limited,BECTORFOOD,https://www.screener.in/company/BECTORFOOD/consolidated/
567,CAMPUS,Campus Activewear Limited,CAMPUS,https://www.screener.in/company/CAMPUS/
568,LTFOODS,LT Foods Limited,LTFOODS,https://www.screener.in/company/LTFOODS/consolidated/
569,VIJAYA,Vijaya Diagnostic Centre Limited,VIJAYA,https://www.screener.in/company/VIJAYA/consolidated/
570,GOCOLORS,Go Fashion (India) Limited,GOCOLORS,https://www.screener.in/company/GOCOLORS/
571,BORORENEW,BOROSIL RENEWABLES LIMITED,BORORENEW,https://www.screener.in/company/BORORENEW/consolidated/
572,LXCHEM,Laxmi Organic Industries Limited,LXCHEM,https://www.screener.in/company/LXCHEM/consolidated/
573,GREENLAM,Greenlam Industries Limited,GREENLAM,https://www.screener.in/company/GREENLAM/consolidated/
574,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT,https://www.screener.in/company/DEEPAKFERT/consolidated/
575,CMSINFO,CMS Info Systems Limited,CMSINFO,https://www.screener.in/company/CMSINFO/consolidated/
576,KRBL,KRBL Limited,KRBL,https://www.screener.in/company/KRBL/consolidated/
577,ETHOSLTD,Ethos Limited,ETHOSLTD,https://www.screener.in/company/ETHOSLTD/consolidated/
578,TEXRAIL,Texmaco Rail & Engineering Limited,TEXRAIL,https://www.screener.in/company/TEXRAIL/
579,TCI,Transport Corporation of India Limited,TCIEXP,https://www.screener.in/company/TCIEXP/
580,JINDWORLD,Jindal Worldwide Limited,JINDWORLD,https://www.screener.in/company/JINDWORLD/consolidated/
581,EMUDHRA,eMudhra Limited,EMUDHRA,https://www.screener.in/company/EMUDHRA/consolidated/
582,PDSL,PDS Limited,PDSL,https://www.screener.in/company/PDSL/consolidated/
583,GANESHHOUC,Ganesh Housing Corporation Limited,GANESHHOUC,https://www.screener.in/company/GANESHHOUC/consolidated/
584,CSBBANK,CSB Bank Limited,CSBBANK,https://www.screener.in/company/CSBBANK/
585,SHAREINDIA,Share India Securities Limited,SHAREINDIA,https://www.screener.in/company/SHAREINDIA/consolidated/
586,IFBIND,IFB Industries Limited,IFBIND,https://www.screener.in/company/IFBIND/
587,PRINCEPIPE,Prince Pipes And Fittings Limited,PRINCEPIPE,https://www.screener.in/company/PRINCEPIPE/
588,VAIBHAVGBL,Vaibhav Global Limited,VAIBHAVGBL,https://www.screener.in/company/VAIBHAVGBL/consolidated/
589,ARVINDFASN,Arvind Fashions Limited,ARVINDFASN,https://www.screener.in/company/ARVINDFASN/consolidated/
590,EDELWEISS,Edelweiss Financial Services Limited,EDELWEISS,https://www.screener.in/company/EDELWEISS/consolidated/
591,SENCO,Senco Gold Limited,SENCO,https://www.screener.in/company/SENCO/
592,SPANDANA,Spandana Sphoorty Financial Limited,SPANDANA,https://www.screener.in/company/SPANDANA/
593,INDIGOPNTS,Indigo Paints Limited,INDIGOPNTS,https://www.screener.in/company/INDIGOPNTS/
594,GENUSPOWER,Genus Power Infrastructures Limited,GENUSPOWER,https://www.screener.in/company/GENUSPOWER/
595,SYMPHONY,Symphony Limited,SYMPHONY,https://www.screener.in/company/SYMPHONY/consolidated/
596,HGINFRA,H.G. Infra Engineering Limited,HGINFRA,https://www.screener.in/company/HGINFRA/consolidated/
597,TIPSINDLTD,TIPS Industries Limited,TIPSINDLTD,https://www.screener.in/company/TIPSINDLTD/
598,SIS,SIS LIMITED,SIS,https://www.screener.in/company/SIS/consolidated/
599,MSTCLTD,Mstc Limited,MSTCLTD,https://www.screener.in/company/MSTCLTD/consolidated/
600,NESCO,Nesco Limited,NESCO,https://www.screener.in/company/NESCO/
601,SANGHVIMOV,Sanghvi Movers Limited,SANGHVIMOV,https://www.screener.in/company/SANGHVIMOV/
602,SANDUMA,Sandur Manganese & Iron Ores Limited,SANDUMA,https://www.screener.in/company/SANDUMA/
603,UJJIVAN,Ujjivan Financial Services Limited,UJJIVANSFB,https://www.screener.in/company/UJJIVANSFB/
604,ITDCEM,ITD Cementation India Limited,ITDCEM,https://www.screener.in/company/ITDCEM/consolidated/
605,CYIENTDLM,Cyient DLM Limited,CYIENTDLM,https://www.screener.in/company/CYIENTDLM/
606,EPL,EPL Limited,EPL,https://www.screener.in/company/EPL/consolidated/
607,SUPRAJIT,Suprajit Engineering Limited,SUPRAJIT,https://www.screener.in/company/SUPRAJIT/consolidated/
608,SUNTECK,Sunteck Realty Limited,SUNTECK,https://www.screener.in/company/SUNTECK/consolidated/
609,HEMIPROP,Hemisphere Properties India Limited,HEMIPROP,https://www.screener.in/company/HEMIPROP/
610,MOIL,MOIL Limited,MOIL,https://www.screener.in/company/MOIL/
611,TIMETECHNO,Time Technoplast Limited,TIMETECHNO,https://www.screener.in/company/TIMETECHNO/consolidated/
612,ASTRAMICRO,Astra Microwave Products Limited,ASTRAMICRO,https://www.screener.in/company/ASTRAMICRO/consolidated/
613,TRIL,Transformers And Rectifiers (India) Limited,509046,https://www.screener.in/company/509046/
614,WONDERLA,Wonderla Holidays Limited,WONDERLA,https://www.screener.in/company/WONDERLA/
615,ASKAUTOLTD,ASK Automotive Limited,ASKAUTOLTD,https://www.screener.in/company/ASKAUTOLTD/consolidated/
616,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG,https://www.screener.in/company/LLOYDSENGG/
617,GMMPFAUDLR,GMM Pfaudler Limited,GMMPFAUDLR,https://www.screener.in/company/GMMPFAUDLR/consolidated/
618,SURYAROSNI,Surya Roshni Limited,SURYAROSNI,https://www.screener.in/company/SURYAROSNI/
619,VSTIND,VST Industries Limited,VSTIND,https://www.screener.in/company/VSTIND/
620,PTC,PTC India Limited,PTCIL,https://www.screener.in/company/PTCIL/consolidated/
621,JKPAPER,JK Paper Limited,JKPAPER,https://www.screener.in/company/JKPAPER/consolidated/
622,SANSERA,Sansera Engineering Limited,SANSERA,https://www.screener.in/company/SANSERA/consolidated/
623,CHOICEIN,Choice International Limited,CHOICEIN,https://www.screener.in/company/CHOICEIN/consolidated/
624,AURIONPRO,Aurionpro Solutions Limited,AURIONPRO,https://www.screener.in/company/AURIONPRO/consolidated/
625,PAISALO,Paisalo Digital Limited,PAISALO,https://www.screener.in/company/PAISALO/consolidated/
626,ITDC,India Tourism Development Corporation Limited,ITDCEM,https://www.screener.in/company/ITDCEM/consolidated/
627,HNDFDS,Hindustan Foods Limited,HNDFDS,https://www.screener.in/company/HNDFDS/consolidated/
628,PARADEEP,Paradeep Phosphates Limited,PARADEEP,https://www.screener.in/company/PARADEEP/consolidated/
629,KESORAMIND,Kesoram Industries Limited,KESORAMIND,https://www.screener.in/company/KESORAMIND/consolidated/
630,HCC,Hindustan Construction Company Limited,HCC,https://www.screener.in/company/HCC/consolidated/
631,ORCHPHARMA,Orchid Pharma Limited,ORCHPHARMA,https://www.screener.in/company/ORCHPHARMA/consolidated/
632,JAMNAAUTO,Jamna Auto Industries Limited,JAMNAAUTO,https://www.screener.in/company/JAMNAAUTO/consolidated/
633,ICRA,ICRA Limited,ICRA,https://www.screener.in/company/ICRA/consolidated/
634,RSYSTEMS,R Systems International Limited,RSYSTEMS,https://www.screener.in/company/RSYSTEMS/consolidated/
635,PRUDENT,Prudent Corporate Advisory Services Limited,PRUDENT,https://www.screener.in/company/PRUDENT/consolidated/
636,MTARTECH,Mtar Technologies Limited,MTARTECH,https://www.screener.in/company/MTARTECH/
637,UTKARSHBNK,Utkarsh Small Finance Bank Limited,UTKARSHBNK,https://www.screener.in/company/UTKARSHBNK/
638,RAIN,Rain Industries Limited,RAINBOW,https://www.screener.in/company/RAINBOW/consolidated/
639,DYNAMATECH,Dynamatic Technologies Limited,DYNAMATECH,https://www.screener.in/company/DYNAMATECH/consolidated/
640,JAICORPLTD,Jai Corp Limited,JAICORPLTD,https://www.screener.in/company/JAICORPLTD/consolidated/
641,RBA,Restaurant Brands Asia Limited,RBA,https://www.screener.in/company/RBA/consolidated/
642,GATEWAY,Gateway Distriparks Limited,GATEWAY,https://www.screener.in/company/GATEWAY/
643,PURVA,Puravankara Limited,PURVA,https://www.screener.in/company/PURVA/consolidated/
644,GUJALKALI,Gujarat Alkalies and Chemicals Limited,GUJALKALI,https://www.screener.in/company/GUJALKALI/consolidated/
645,NAZARA,Nazara Technologies Limited,NAZARA,https://www.screener.in/company/NAZARA/consolidated/
646,RALLIS,Rallis India Limited,RALLIS,https://www.screener.in/company/RALLIS/
647,VRLLOG,VRL Logistics Limited,VRLLOG,https://www.screener.in/company/VRLLOG/
648,GABRIEL,Gabriel India Limited,GABRIEL,https://www.screener.in/company/GABRIEL/
649,DODLA,Dodla Dairy Limited,DODLA,https://www.screener.in/company/DODLA/consolidated/
650,JKIL,J.Kumar Infraprojects Limited,JKIL,https://www.screener.in/company/JKIL/
651,ROLEXRINGS,Rolex Rings Limited,ROLEXRINGS,https://www.screener.in/company/ROLEXRINGS/
652,WABAG,VA Tech Wabag Limited,WABAG,https://www.screener.in/company/WABAG/consolidated/
653,PRICOLLTD,Pricol Limited,PRICOLLTD,https://www.screener.in/company/PRICOLLTD/consolidated/
654,HCG,Healthcare Global Enterprises Limited,HCG,https://www.screener.in/company/HCG/consolidated/
655,AGI,AGI Greenpac Limited,AGI,https://www.screener.in/company/AGI/
656,DBCORP,D.B.Corp Limited,DBCORP,https://www.screener.in/company/DBCORP/consolidated/
657,FUSION,Fusion Micro Finance Limited,FUSION,https://www.screener.in/company/FUSION/
658,DHANUKA,Dhanuka Agritech Limited,DHANUKA,https://www.screener.in/company/DHANUKA/consolidated/
659,MASFIN,MAS Financial Services Limited,MASFIN,https://www.screener.in/company/MASFIN/consolidated/
660,SULA,Sula Vineyards Limited,SULA,https://www.screener.in/company/SULA/
661,TDPOWERSYS,TD Power Systems Limited,TDPOWERSYS,https://www.screener.in/company/TDPOWERSYS/consolidated/
662,GALLANTT,Gallantt Ispat Limited,GALLANTT,https://www.screener.in/company/GALLANTT/
663,JAYNECOIND,Jayaswal Neco Industries Limited,JAYNECOIND,https://www.screener.in/company/JAYNECOIND/
664,GULFOILLUB,Gulf Oil Lubricants India Limited,GULFOILLUB,https://www.screener.in/company/GULFOILLUB/
665,SAMHI,Samhi Hotels Limited,SAMHI,https://www.screener.in/company/SAMHI/consolidated/
666,TEAMLEASE,Teamlease Services Limited,TEAMLEASE,https://www.screener.in/company/TEAMLEASE/consolidated/
667,KIRLPNU,Kirloskar Pneumatic Company Limited,KIRLPNU,https://www.screener.in/company/KIRLPNU/
668,EPIGRAL,Epigral Limited,EPIGRAL,https://www.screener.in/company/EPIGRAL/
669,TIIL,Technocraft Industries (India) Limited,TIIL,https://www.screener.in/company/TIIL/consolidated/
670,GOPAL,Gopal Snacks Limited,GOPAL,https://www.screener.in/company/GOPAL/
671,JTEKTINDIA,Jtekt India Limited,JTEKTINDIA,https://www.screener.in/company/JTEKTINDIA/
672,HEIDELBERG,HeidelbergCement India Limited,HEIDELBERG,https://www.screener.in/company/HEIDELBERG/
673,SUNDARMHLD,Sundaram Finance Holdings Limited,SUNDARMHLD,https://www.screener.in/company/SUNDARMHLD/consolidated/
674,RTNPOWER,RattanIndia Power Limited,RTNPOWER,https://www.screener.in/company/RTNPOWER/consolidated/
675,STLTECH,Sterlite Technologies Limited,STLTECH,https://www.screener.in/company/STLTECH/consolidated/
676,JPASSOCIAT,Jaiprakash Associates Limited,JPASSOCIAT,https://www.screener.in/company/JPASSOCIAT/consolidated/
677,PATELENG,Patel Engineering Limited,PATELENG,https://www.screener.in/company/PATELENG/consolidated/
678,ASHOKA,Ashoka Buildcon Limited,ASHOKA,https://www.screener.in/company/ASHOKA/consolidated/
679,SINDHUTRAD,Sindhu Trade Links Limited,SINDHUTRAD,https://www.screener.in/company/SINDHUTRAD/consolidated/
680,PGEL,PG Electroplast Limited,PGEL,https://www.screener.in/company/PGEL/consolidated/
681,NFL,National Fertilizers Limited,NFL,https://www.screener.in/company/NFL/consolidated/
682,ENTERO,Entero Healthcare Solutions Limited,ENTERO,https://www.screener.in/company/ENTERO/consolidated/
683,JSFB,Jana Small Finance Bank Limited,JSFB,https://www.screener.in/company/JSFB/
684,GOKEX,Gokaldas Exports Limited,GOKEX,https://www.screener.in/company/GOKEX/consolidated/
685,BANCOINDIA,Banco Products (I) Limited,BANCOINDIA,https://www.screener.in/company/BANCOINDIA/consolidated/
686,VMART,V-Mart Retail Limited,VMART,https://www.screener.in/company/VMART/
687,SHANTIGEAR,Shanthi Gears Limited,SHANTIGEAR,https://www.screener.in/company/SHANTIGEAR/
688,GHCL,GHCL Limited,GHCL,https://www.screener.in/company/GHCL/consolidated/
689,SUDARSCHEM,Sudarshan Chemical Industries Limited,SUDARSCHEM,https://www.screener.in/company/SUDARSCHEM/consolidated/
690,WELENT,Welspun Enterprises Limited,WELENT,https://www.screener.in/company/WELENT/consolidated/
691,FEDFINA,Fedbank Financial Services Limited,FEDFINA,https://www.screener.in/company/FEDFINA/
692,NOCIL,NOCIL Limited,NOCIL,https://www.screener.in/company/NOCIL/consolidated/
693,TARC,TARC Limited,TARC,https://www.screener.in/company/TARC/consolidated/
694,KKCL,Kewal Kiran Clothing Limited,KKCL,https://www.screener.in/company/KKCL/consolidated/
695,ORIENTELEC,Orient Electric Limited,ORIENTELEC,https://www.screener.in/company/ORIENTELEC/
696,BOROLTD,Borosil Limited,BOROLTD,https://www.screener.in/company/BOROLTD/consolidated/
697,KIRLOSIND,Kirloskar Industries Limited,KIRLOSIND,https://www.screener.in/company/KIRLOSIND/consolidated/
698,BALMLAWRIE,Balmer Lawrie & Company Limited,BALMLAWRIE,https://www.screener.in/company/BALMLAWRIE/consolidated/
699,FCL,Fineotex Chemical Limited,FCL,https://www.screener.in/company/FCL/consolidated/
700,GRWRHITECH,Garware Hi-Tech Films Limited,GRWRHITECH,https://www.screener.in/company/GRWRHITECH/consolidated/
701,SHARDAMOTR,Sharda Motor Industries Limited,SHARDAMOTR,https://www.screener.in/company/SHARDAMOTR/
702,PARKHOTELS,Apeejay Surrendra Park Hotels Limited,PARKHOTELS,https://www.screener.in/company/PARKHOTELS/consolidated/
703,MAXESTATES,Max Estates Limited,MAXESTATES,https://www.screener.in/company/MAXESTATES/consolidated/
704,TI,Tilaknagar Industries Limited,TITAN,https://www.screener.in/company/TITAN/consolidated/
705,AMIORG,Ami Organics Limited,AMIORG,https://www.screener.in/company/AMIORG/consolidated/
706,ORIENTCEM,Orient Cement Limited,ORIENTCEM,https://www.screener.in/company/ORIENTCEM/
707,SHILPAMED,Shilpa Medicare Limited,SHILPAMED,https://www.screener.in/company/SHILPAMED/consolidated/
708,AARTIDRUGS,Aarti Drugs Limited,AARTIDRUGS,https://www.screener.in/company/AARTIDRUGS/
709,LGBBROSLTD,LG Balakrishnan & Bros Limited,LGBBROSLTD,https://www.screener.in/company/LGBBROSLTD/consolidated/
710,AARTIPHARM,Aarti Pharmalabs Limited,AARTIPHARM,https://www.screener.in/company/AARTIPHARM/consolidated/
711,TCIEXP,TCI Express Limited,TCIEXP,https://www.screener.in/company/TCIEXP/
712,WSTCSTPAPR,West Coast Paper Mills Limited,WSTCSTPAPR,https://www.screener.in/company/WSTCSTPAPR/consolidated/
713,ADVENZYMES,Advanced Enzyme Technologies Limited,ADVENZYMES,https://www.screener.in/company/ADVENZYMES/consolidated/
714,PRIVISCL,Privi Speciality Chemicals Limited,PRIVISCL,https://www.screener.in/company/PRIVISCL/
715,GREENPANEL,Greenpanel Industries Limited,GREENPANEL,https://www.screener.in/company/GREENPANEL/consolidated/
716,VENUSPIPES,Venus Pipes & Tubes Limited,VENUSPIPES,https://www.screener.in/company/VENUSPIPES/
717,BBOX,Black Box Limited,BBOX,https://www.screener.in/company/BBOX/consolidated/
718,IIFLSEC,IIFL Securities Limited,IIFLSEC,https://www.screener.in/company/IIFLSEC/consolidated/
719,PILANIINVS,Pilani Investment and Industries Corporation Limited,PILANIINVS,https://www.screener.in/company/PILANIINVS/consolidated/
721,KSL,Kalyani Steels Limited,KSL,https://www.screener.in/company/KSL/
722,DCBBANK,DCB Bank Limited,DCBBANK,https://www.screener.in/company/DCBBANK/
723,IMAGICAA,Imagicaaworld Entertainment Limited,IMAGICAA,https://www.screener.in/company/IMAGICAA/
724,BAJAJHIND,Bajaj Hindusthan Sugar Limited,BAJAJHIND,https://www.screener.in/company/BAJAJHIND/consolidated/
725,DCAL,Dishman Carbogen Amcis Limited,DCAL,https://www.screener.in/company/DCAL/consolidated/
726,HARSHA,Harsha Engineers International Limited,HARSHA,https://www.screener.in/company/HARSHA/
727,BBL,Bharat Bijlee Limited,BBL,https://www.screener.in/company/BBL/
728,YATHARTH,Yatharth Hospital & Trauma Care Services Limited,YATHARTH,https://www.screener.in/company/YATHARTH/consolidated/
729,ORISSAMINE,The Orissa Minerals Development Company Limited,ORISSAMINE,https://www.screener.in/company/ORISSAMINE/
730,THANGAMAYL,Thangamayil Jewellery Limited,THANGAMAYL,https://www.screener.in/company/THANGAMAYL/
731,ZAGGLE,Zaggle Prepaid Ocean Services Limited,ZAGGLE,https://www.screener.in/company/ZAGGLE/
732,BHARATRAS,Bharat Rasayan Limited,BHARATRAS,https://www.screener.in/company/BHARATRAS/consolidated/
733,KOLTEPATIL,Kolte - Patil Developers Limited,KOLTEPATIL,https://www.screener.in/company/KOLTEPATIL/consolidated/
734,KSCL,Kaveri Seed Company Limited,KSCL,https://www.screener.in/company/KSCL/consolidated/
735,MEDIASSIST,Medi Assist Healthcare Services Limited,MEDIASSIST,https://www.screener.in/company/MEDIASSIST/consolidated/
736,INOXGREEN,Inox Green Energy Services Limited,INOXGREEN,https://www.screener.in/company/INOXGREEN/consolidated/
737,HATHWAY,Hathway Cable & Datacom Limited,HATHWAY,https://www.screener.in/company/HATHWAY/consolidated/
738,SSWL,Steel Strips Wheels Limited,SSWL,https://www.screener.in/company/SSWL/consolidated/
739,UNICHEMLAB,Unichem Laboratories Limited,UNICHEMLAB,https://www.screener.in/company/UNICHEMLAB/consolidated/
740,CIGNITITEC,Cigniti Technologies Limited,CIGNITITEC,https://www.screener.in/company/CIGNITITEC/consolidated/
741,IMFA,Indian Metals & Ferro Alloys Limited,IMFA,https://www.screener.in/company/IMFA/consolidated/
742,ASHAPURMIN,Ashapura Minechem Limited,ASHAPURMIN,https://www.screener.in/company/ASHAPURMIN/consolidated/
743,HGS,Hinduja Global Solutions Limited,HGS,https://www.screener.in/company/HGS/consolidated/
744,MUTHOOTMF,Muthoot Microfin Limited,MUTHOOTMF,https://www.screener.in/company/MUTHOOTMF/
745,SUBROS,Subros Limited,SUBROS,https://www.screener.in/company/SUBROS/consolidated/
746,RAMKY,Ramky Infrastructure Limited,RAMKY,https://www.screener.in/company/RAMKY/consolidated/
747,SUNFLAG,Sunflag Iron And Steel Company Limited,SUNFLAG,https://www.screener.in/company/SUNFLAG/consolidated/
748,CARERATING,CARE Ratings Limited,CARERATING,https://www.screener.in/company/CARERATING/consolidated/
749,GENSOL,Gensol Engineering Limited,GENSOL,https://www.screener.in/company/GENSOL/consolidated/
750,SKIPPER,Skipper Limited,SKIPPER,https://www.screener.in/company/SKIPPER/
751,LAOPALA,La Opala RG Limited,LAOPALA,https://www.screener.in/company/LAOPALA/
752,LUMAXTECH,Lumax Auto Technologies Limited,LUMAXTECH,https://www.screener.in/company/LUMAXTECH/consolidated/
753,DCXINDIA,DCX Systems Limited,DCXINDIA,https://www.screener.in/company/DCXINDIA/consolidated/
754,BOMDYEING,Bombay Dyeing & Mfg Company Limited,BOMDYEING,https://www.screener.in/company/BOMDYEING/
755,HIKAL,Hikal Limited,HIKAL,https://www.screener.in/company/HIKAL/consolidated/
756,JISLJALEQS,Jain Irrigation Systems Limited,JISLJALEQS,https://www.screener.in/company/JISLJALEQS/consolidated/
757,CUPID,Cupid Limited,CUPID,https://www.screener.in/company/CUPID/
758,AVALON,Avalon Technologies Limited,AVALON,https://www.screener.in/company/AVALON/consolidated/
759,LUXIND,Lux Industries Limited,LUXIND,https://www.screener.in/company/LUXIND/
760,NUCLEUS,Nucleus Software Exports Limited,NUCLEUS,https://www.screener.in/company/NUCLEUS/consolidated/
761,TASTYBITE,Tasty Bite Eatables Limited,TASTYBITE,https://www.screener.in/company/TASTYBITE/
762,SOTL,Savita Oil Technologies Limited,SOTL,https://www.screener.in/company/SOTL/
763,ARVSMART,Arvind SmartSpaces Limited,ARVSMART,https://www.screener.in/company/ARVSMART/consolidated/
764,SANDHAR,Sandhar Technologies Limited,SANDHAR,https://www.screener.in/company/SANDHAR/consolidated/
765,SALASAR,Salasar Techno Engineering Limited,SALASAR,https://www.screener.in/company/SALASAR/consolidated/
766,NEOGEN,Neogen Chemicals Limited,NEOGEN,https://www.screener.in/company/NEOGEN/consolidated/
767,DATAMATICS,Datamatics Global Services Limited,DATAMATICS,https://www.screener.in/company/DATAMATICS/consolidated/
768,JTLIND,JTL INDUSTRIES LIMITED,JTLIND,https://www.screener.in/company/JTLIND/
769,ANUP,The Anup Engineering Limited,530109,https://www.screener.in/company/530109/
770,HERITGFOOD,Heritage Foods Limited,HERITGFOOD,https://www.screener.in/company/HERITGFOOD/consolidated/
771,THYROCARE,Thyrocare Technologies Limited,THYROCARE,https://www.screener.in/company/THYROCARE/
772,VADILALIND,Vadilal Industries Limited,VADILALIND,https://www.screener.in/company/VADILALIND/consolidated/
773,NAVNETEDUL,Navneet Education Limited,NAVNETEDUL,https://www.screener.in/company/NAVNETEDUL/consolidated/
774,DISHTV,Dish TV India Limited,DISHTV,https://www.screener.in/company/DISHTV/consolidated/
775,KDDL,KDDL Limited,KDDL,https://www.screener.in/company/KDDL/consolidated/
776,KALAMANDIR,Sai Silks (Kalamandir) Limited,KALAMANDIR,https://www.screener.in/company/KALAMANDIR/
777,LANDMARK,Landmark Cars Limited,LANDMARK,https://www.screener.in/company/LANDMARK/consolidated/
778,INDOCO,Indoco Remedies Limited,INDOCO,https://www.screener.in/company/INDOCO/consolidated/
779,BAJAJCON,Bajaj Consumer Care Limited,BAJAJCON,https://www.screener.in/company/BAJAJCON/consolidated/
780,TVSSRICHAK,TVS Srichakra Limited,TVSSRICHAK,https://www.screener.in/company/TVSSRICHAK/consolidated/
781,CARTRADE,Cartrade Tech Limited,CARTRADE,https://www.screener.in/company/CARTRADE/consolidated/
782,SBCL,Shivalik Bimetal Controls Limited,SBCL,https://www.screener.in/company/SBCL/
783,FIEMIND,Fiem Industries Limited,FIEMIND,https://www.screener.in/company/FIEMIND/consolidated/
